bill_id,model,session,classification,jurisdiction,jurisdiction_code,introduced_chamber,title,first_date,curated,has_ai_ads,has_government_scope,has_ai_governance_body,has_harmonization,ai_governance_body_names,excerpt_government_scope,excerpt_harmonization
CT_[2023]_SB-1103,gpt-3.5-turbo-0125,2023,['bill'],Connecticut,CT,Senate,"AN ACT CONCERNING ARTIFICIAL INTELLIGENCE, AUTOMATED DECISION-MAKING AND PERSONAL DATA PRIVACY.",2023-02-23,True,True,True,False,False,,the department of administrative services shall conduct an inventory of all systems that employ artificial intelligence and are in use by any state agency.,
FL_[2024]_SB-1780,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,"Defamation, False Light, and Unauthorized Publication of Name or Likenesses",2024-01-05,True,True,False,False,False,,,
FL_[2024]_HB-757,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,House,"Defamation, False Light, and Unauthorized Publication of Name or Likenesses",2023-12-06,True,True,False,False,False,,,
FL_[2024]_SB-850,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Use of Artificial Intelligence in Political Advertising,2023-12-12,True,True,False,False,False,,,
FL_[2024]_SB-1682,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Public Records/Artificial Intelligence Transparency Violations,2024-01-05,True,True,False,False,False,,,
FL_[2024]_SB-1680,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Advanced Technology,2024-01-05,True,True,True,False,False,,"The purpose of the council is to study and monitor the development and deployment of new technologies and provide reports on recommendations for procurement and regulation of such systems to the governor, the president of the senate, and the speaker of the house of representatives.",
FL_[2024]_SB-972,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Artificial Intelligence,2023-12-15,True,True,True,True,False,Artificial Intelligence Advisory Council,"requiring each state agency to prepare and submit, by a specified date and using money appropriated by the legislature, an inventory report for all automated decision systems that are being developed, used, or procured by the agency; prohibiting a county or a municipality or a political subdivision thereof from regulating the private and public use of artificial intelligence systems",
FL_[2024]_HB-919,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,House,Artificial Intelligence Use in Political Advertising,2023-12-18,True,True,False,False,False,,,
FL_[2024]_HB-1459,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,House,Advanced Technology,2024-01-07,True,True,True,False,False,,creating the government technology modernization council within the department of management services for a specified purpose; requiring the council to annually submit specified legislative recommendations to the governor and legislature by a specified date; requiring certain state agencies to provide specified disclosures for interactions with artificial intelligence.,
FL_[2024]_HB-483,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,House,Computer Science Education,2023-11-15,True,True,False,False,False,,,
FL_[2024]_HB-1361,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,House,Education,2024-01-05,True,True,False,False,False,,,
FL_[2024]_SB-1344,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Computer Science Education,2024-01-04,True,True,False,False,False,,,
FL_[2024]_SB-7038,gpt-3.5-turbo-0125,2024,['bill'],Florida,FL,Senate,Education,2024-01-12,True,True,False,False,False,,,
FL_[2023]_SB-262,gpt-3.5-turbo-0125,2023,['bill'],Florida,FL,Senate,Technology Transparency,2023-03-03,True,False,True,False,False,,prohibiting officers or salaried employees of governmental entities from using their positions or state resources to make certain requests of social media platforms; prohibiting governmental entities from initiating or maintaining agreements or working relationships with social media platforms under a specified circumstance,
WV_[2024]_SB-720,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,Senate,Stop Non-Consensual Distribution of Intimate Deep Fake Media Act,2024-02-08,True,False,False,False,False,,,
WV_[2024]_SB-741,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,Senate,"Prohibiting creation, production, distribution or possession of artificially generated child pornography",2024-02-09,True,True,False,False,False,,,
WV_[2024]_HR-3,gpt-3.5-turbo-0125,2024,['resolution'],West Virginia,WV,House,Creating a Select Committee on Artificial Intelligence,2024-01-10,True,True,False,False,False,,,
WV_[2024]_HB-5690,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,House,Creating a West Virginia Task Force on Artificial Intelligence,2024-02-20,True,True,True,False,False,,the west virginia task force on artificial intelligence is created and shall be organized within the office of the governor.,
WV_[2024]_HB-5490,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,House,To create an AI Task Force,2024-02-06,True,True,False,False,False,,,
WV_[2024]_HB-4963,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,House,Prohibiting the use of deep fake technology to influence an election,2024-01-22,True,True,False,False,False,,,
WV_[2024]_HB-5516,gpt-3.5-turbo-0125,2024,['bill'],West Virginia,WV,House,Relating to criminalizing the use of deep fakes,2024-02-07,True,True,False,False,False,,,
RI_[2024]_HB-7387,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,House,AN ACT RELATING TO ELECTIONS -- DECEPTIVE AND FRAUDULENT SYNTHETIC MEDIA IN ELECTION COMMUNICATIONS,2024-01-31,True,True,False,False,False,,,
RI_[2024]_HB-7158,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,House,AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- ARTIFICIAL INTELLIGENCE ACCOUNTABILITY ACT,2024-01-11,True,True,True,True,False,Rhode Island Artificial Intelligence Commission,establishes a permanent commission to monitor the use of ai in state government and makes recommendations for state government policy and other decisions.,
RI_[2024]_HB-7295,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,House,AN ACT RELATING TO HEALTH AND SAFETY -- THE RHODE ISLAND CLEAN AIR PRESERVATION ACT,2024-01-26,True,True,False,False,False,,,
RI_[2024]_HB-7521,gpt-3.5-turbo-0125,2024,['bill'],Rhode Island,RI,House,AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- AUTOMATED DECISION TOOLS -- ARTIFICIAL INTELLIGENCE,2024-02-07,True,True,False,False,False,,,
WY_[2024]_SF-51,gpt-3.5-turbo-0125,2024,['bill'],Wyoming,WY,House,Unlawful dissemination of misleading synthetic media.,2024-01-17,True,False,False,False,False,,,
PA_[2023-2024]_SR-143,gpt-3.5-turbo-0125,2023-2024,['resolution'],Pennsylvania,PA,Senate,A Resolution directing the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact in Pennsylvania.,2023-07-06,True,True,True,False,False,,"resolved, that the senate direct the joint state government commission to conduct a study on the field of artificial intelligence and make recommendations on the responsible growth of pennsylvania's emerging technology markets and the use of artificial intelligence in state government and to analyze how other states regulate the artificial intelligence field",
PA_[2023-2024]_HB-49,gpt-3.5-turbo-0125,2023-2024,['bill'],Pennsylvania,PA,House,"An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, in powers and duties of the Department of State and its departmental administrative board, providing for artificial intelligence registry.",2023-03-03,True,True,True,False,False,,the department of state shall establish a registry of businesses operating artificial intelligence systems in this commonwealth.,
PA_[2023-2024]_HB-1663,gpt-3.5-turbo-0125,2023-2024,['bill'],Pennsylvania,PA,House,An Act providing for disclosure by health insurers of the use of artificial intelligence-based algorithms in the utilization review process.,2023-09-07,True,True,False,False,False,,,
PA_[2023-2024]_HR-170,gpt-3.5-turbo-0125,2023-2024,['resolution'],Pennsylvania,PA,House,A Resolution directing the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact in Pennsylvania.,2023-06-29,True,True,True,False,False,,"resolved, that the house of representatives direct the joint state government commission to investigate the field of artificial intelligence and make recommendations on the responsible growth of this commonwealth's emerging technology markets and the use of artificial intelligence in state government and study how other states regulate the artificial intelligence field",
PA_[2023-2024]_SB-1083,gpt-3.5-turbo-0125,2023-2024,['bill'],Pennsylvania,PA,Senate,"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in minors, further providing for the offense of sexual abuse of children and for the offense of transmission of sexually explicit images by minor.",2024-02-26,True,True,False,False,False,,,
NC_[2023]_HB-33,gpt-3.5-turbo-0125,2023,['bill'],North Carolina,NC,House,Unemployment Insurance/Employer and Claimant Service Requirements.,2023-01-30,True,False,False,False,False,,,
NC_[2023]_SB-684,gpt-3.5-turbo-0125,2023,['bill'],North Carolina,NC,Senate,Stormwater Program Revisions.,2023-04-06,True,True,False,False,False,,,
NM_[2024]_SB-130,gpt-3.5-turbo-0125,2024,['bill'],New Mexico,NM,Senate,ARTIFICIAL INTELLIGENCE WORK GROUP,2024-01-22,True,True,True,False,False,,the security officer shall convene a work group to develop legislative proposals and recommendations for policies for state use and procurement of artificial intelligence systems.,
NM_[2024]_HB-184,gpt-3.5-turbo-0125,2024,['bill'],New Mexico,NM,House,USE OF ARTIFICIAL INTELLIGENCE TRANSPARENCY,2024-01-22,True,True,True,False,False,,requiring inventories and assessments of artificial intelligence system use; requiring reports; amending the procurement code; requiring vendor transparency for purchases of artificial intelligence products and services,
NM_[2024]_HB-182,gpt-3.5-turbo-0125,2024,['bill'],New Mexico,NM,House,ELECTION CHANGES,2024-01-22,True,True,False,False,False,,,
NM_[2023]_HM-75,gpt-3.5-turbo-0125,2023,['memorial'],New Mexico,NM,House,CYFD STRUCTURED DECISION-MAKING STUDY,2023-02-27,True,True,False,False,False,,,
NM_[2023]_SM-63,gpt-3.5-turbo-0125,2023,['memorial'],New Mexico,NM,Senate,CYFD STRUCTURED DECISION-MAKING STUDY,2023-03-01,True,True,False,False,False,,,
NJ_[220]_S-3876,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Senate,Concerns regulation of automated systems and artificial intelligence used by State agencies.,2023-05-22,True,True,True,True,False,New Jersey Artificial Intelligence Advisory Board,"the bill establishes the position of the artificial intelligence officer, who would be appointed by the chief technology officer, and is required to have extensive knowledge on automated systems and artificial intelligence. under the bill, the artificial intelligence officer is required to develop, and update every two years, procedures regulating the use of automated systems by state agency making critical decisions, which procedures would distributed to all state agencies and posted on the office of information technology’s internet website.",
NJ_[220]_S-3499,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Senate,Prohibits use of facial recognition technology on consumer except for legitimate safety purpose.,2023-01-26,True,False,False,False,False,,,
NJ_[220]_A-5512,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Assembly,Establishes Deep Fake Technology Unit in DLPS; appropriates $2 million.*,2023-05-25,True,False,False,False,False,,,
NJ_[220]_S-3926,gpt-3.5-turbo-0125,220,['bill'],New Jersey,NJ,Senate,Extends crime of identity theft to include fraudulent impersonation or false depiction by means of artificial intelligence or deepfake technology.,2023-06-05,True,True,False,False,False,,,
NJ_[221]_A-1781,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Requires Commissioner of Labor and Workforce Development to conduct study and issue report on impact of artificial intelligence on growth of State's economy.,2024-01-09,True,True,False,False,False,,,
NJ_[221]_S-736,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,Extends crime of identity theft to include fraudulent impersonation or false depiction by means of artificial intelligence or deepfake technology.,2024-01-09,True,True,False,False,False,,,
NJ_[221]_S-2545,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,Establishes Deep Fake Technology Unit in DLPS; appropriates $2 million.,2024-02-08,True,True,False,False,False,,,
NJ_[221]_S-1438,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,Concerns regulation of automated systems and artificial intelligence used by State agencies.,2024-01-09,True,True,True,True,False,New Jersey Artificial Intelligence Advisory Board,This bill concerns the regulation of automated systems and artificial intelligence used by state agencies.,
NJ_[221]_S-968,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,Prohibits use of facial recognition technology on consumer except for legitimate safety purpose.,2024-01-09,True,False,False,False,False,,,
NJ_[221]_S-2052,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,"""New Jersey Disclosure and Accountability Transparency Act (NJ DaTA)""; establishes certain requirements for disclosure and processing of personally identifiable information; establishes Office of Data Protection and Responsible Use in Division of Consumer Affairs.",2024-01-09,True,True,False,False,False,,,
NJ_[221]_S-976,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Senate,Prohibits deepfake pornography and imposes criminal and civil penalties for non-consensual disclosure.,2024-01-09,True,True,False,False,False,,,
NJ_[221]_A-2364,gpt-3.5-turbo-0125,221,['bill'],New Jersey,NJ,Assembly,Establishes Deep Fake Technology Unit in DLPS; appropriates $2 million.,2024-01-09,True,True,False,False,False,,,
DC_[25]_B-25-0114,gpt-3.5-turbo-0125,25,['bill'],District of Columbia,DC,Council of the District of Columbia,Stop Discrimination by Algorithms Act of 2023,2023-02-02,True,True,False,False,False,,,
MD_[2024]_HB-1297,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Education - Artificial Intelligence - Guidelines and Pilot Program,2024-02-09,True,True,False,False,False,,,
MD_[2024]_HB-1294,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Artificial Intelligence Tools - Income Tax Credit and Sales and Use Tax,2024-02-09,True,True,False,False,False,,,
MD_[2024]_SB-182,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,"Criminal Procedure - Facial Recognition Technology - Requirements, Procedures, and Prohibitions",2023-10-30,True,False,False,False,False,,,
MD_[2024]_SB-818,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,Information Technology - Artificial Intelligence - Policies and Procedures (Artificial Intelligence Governance Act of 2024),2024-02-02,True,True,True,True,False,Governor’S Artificial Intelligence Subcabinet Of The Governor’S Executive Council,"requiring each unit of state government to conduct a certain annual data inventory, a certain annual inventory of systems that employ artificial intelligence, and a certain impact assessment on or before a certain date; requiring the department of information technology to adopt policies and procedures concerning the development, procurement, implementation, use, and assessment of systems that employ artificial intelligence by units of state government; prohibiting a unit of state government from implementing or using a system that employs artificial intelligence under certain circumstances beginning on a certain date",
MD_[2024]_HB-872,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Election Law – Campaign Materials – Disclosure of Use of Synthetic Media,2024-02-02,True,False,False,False,False,,,
MD_[2024]_HB-883,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Department of Information Technology - Evaluation of Emerging Technologies (Maryland Artificial Intelligence in Governmental Services Act),2024-02-02,True,True,True,False,False,,a bill has government scope if it governs the government's use of artificial intelligence (AI) or automated decision systems (ADS) in its operations.,
MD_[2024]_SB-978,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,Election Law - Synthetic Media - Disclosure and Regulation,2024-02-02,True,False,False,False,False,,,
MD_[2024]_SB-979,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,Education - Artificial Intelligence - Guidelines and Pilot Program,2024-02-02,True,True,False,False,False,,,
MD_[2024]_SB-1087,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,Senate,Maryland Artificial Intelligence Advisory and Oversight Commission,2024-02-02,True,True,False,False,False,,,
MD_[2024]_HB-338,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,"Criminal Procedure – Facial Recognition Technology – Requirements, Procedures, and Prohibitions",2024-01-17,True,False,False,False,False,,,
MD_[2024]_HJ-4,gpt-3.5-turbo-0125,2024,['joint resolution'],Maryland,MD,House,Aligning With the Blueprint for an Artificial Intelligence Bill of Rights (Maryland Safe Artificial Intelligence Act),2024-02-07,True,True,False,False,False,,,
MD_[2024]_HB-1271,gpt-3.5-turbo-0125,2024,['bill'],Maryland,MD,House,Information Technology - Artificial Intelligence - Policies and Procedures (Artificial Intelligence Governance Act of 2024),2024-02-08,True,True,True,True,False,Governor’S Artificial Intelligence Subcabinet,"requiring the department of information technology to adopt policies and procedures concerning the development, procurement, implementation, use, and assessment of systems that employ artificial intelligence by units of state government; prohibiting a unit of state government from implementing or using a system that employs artificial intelligence under certain circumstances beginning on a certain date",
KS_[2023-2024]_HB-2559,gpt-3.5-turbo-0125,2023-2024,['bill'],Kansas,KS,House,Prohibiting the use of generative artificial intelligence to create false representations of candidates in election campaign media or of state officials.,2024-01-22,True,False,False,False,False,,,
KS_[2023-2024]_SB-525,gpt-3.5-turbo-0125,2023-2024,['bill'],Kansas,KS,Senate,Creating the protection against deep fakes act to provide a cause of action for damages arising from the use of generative artificial intelligence to create an image or likeness of another person without such person's consent for use in obscene material.,2024-02-20,True,True,False,False,False,,,
KS_[2023-2024]_SB-375,gpt-3.5-turbo-0125,2023-2024,['bill'],Kansas,KS,Senate,Prohibiting the use of generative artificial intelligence to create false representations of candidates in election campaign media or of state officials.,2024-01-22,True,False,False,False,False,,,
NE_[108]_LB-1203,gpt-3.5-turbo-0125,108,['bill'],Nebraska,NE,Nebraska Legislature,Regulate artificial intelligence in media and political advertisements under the Nebraska Political Accountability and Disclosure Act,2024-01-16,True,True,False,False,False,,,
HI_[2024]_SB-2572,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,Senate,RELATING TO ARTIFICIAL INTELLIGENCE.,2024-01-19,True,True,True,False,False,,"establishes the office of artificial intelligence safety and regulation within the department of commerce and consumer affairs to regulate the development, deployment, and use of artificial intelligence technologies in the state.",
HI_[2024]_HB-2152,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO ARTIFICIAL INTELLIGENCE.,2024-01-19,True,True,True,False,False,,"establishes a plan for the use of generative artificial intelligence in state agencies, departments, and government branches.",
HI_[2024]_HB-2245,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO TECHNOLOGY.,2024-01-22,True,True,True,False,False,,a bill has government scope if it governs the government's use of artificial intelligence (AI) or automated decision systems (ADS) in its operations.,
HI_[2024]_SB-2879,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,Senate,RELATING TO TECHNOLOGY.,2024-01-19,True,True,True,False,False,,establishes and appropriates funds for an artificial intelligence government services pilot program to provide certain government services to the public through an internet portal that uses artificial intelligence technologies.,
HI_[2024]_HB-2176,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO ARTIFICIAL INTELLIGENCE.,2024-01-22,True,True,False,True,False,Artificial Intelligence Working Group,,
HI_[2024]_HB-1734,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO ARTIFICIAL INTELLIGENCE.,2024-01-18,True,True,False,False,False,,,
HI_[2024]_HB-1766,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO ELECTIONS.,2024-01-18,True,False,False,False,False,,,
HI_[2024]_SB-2860,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,Senate,RELATING TO CORRECTIONAL INSTITUTIONS.,2024-01-19,True,True,False,False,False,,,
HI_[2024]_SB-2396,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,Senate,RELATING TO ELECTIONS.,2024-01-19,True,True,False,False,False,,,
HI_[2024]_HB-1924,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,House,RELATING TO A WILDFIRE FORECAST SYSTEM FOR HAWAII.,2024-01-19,True,True,False,False,False,,,
HI_[2024]_SB-2284,gpt-3.5-turbo-0125,2024,['bill'],Hawaii,HI,Senate,RELATING TO A WILDFIRE FORECAST SYSTEM FOR HAWAII.,2024-01-19,True,True,False,False,False,,,
DE_[152]_HB-333,gpt-3.5-turbo-0125,152,['bill'],Delaware,DE,House,AN ACT TO AMEND TITLE 29 OF THE DELAWARE CODE RELATING TO THE ARTIFICIAL INTELLIGENCE COMMISSION.,2024-01-18,True,True,False,True,False,Delaware Artificial Intelligence Commission,,
AZ_[56th-2nd-regular]_SB-1336,gpt-3.5-turbo-0125,56th-2nd-regular,['bill'],Arizona,AZ,Senate,deep fake recordings or images,2024-01-25,True,False,False,False,False,,,
AZ_[56th-2nd-regular]_SB-1515,gpt-3.5-turbo-0125,56th-2nd-regular,['bill'],Arizona,AZ,Senate,election communications; prohibition; deep fakes,2024-01-30,True,True,False,False,False,,,
AZ_[56th-2nd-regular]_SB-1359,gpt-3.5-turbo-0125,56th-2nd-regular,['bill'],Arizona,AZ,Senate,election communications; deep fakes; prohibition,2024-01-25,True,True,False,False,False,,,
AZ_[56th-2nd-regular]_HB-2307,gpt-3.5-turbo-0125,56th-2nd-regular,['bill'],Arizona,AZ,House,artificial intelligence; sexual abuse materials,2024-01-10,True,True,False,False,False,,,
NY_[2023-2024]_S-7847,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Requires publications to identify when the use of artificial intelligence is present within such publication,2024-01-03,True,True,False,False,False,,,
NY_[2023-2024]_S-7922,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Requires publishers of books created with the use of generative artificial intelligence to contain a disclosure of such use,2024-01-03,True,False,False,False,False,,,
NY_[2023-2024]_A-9149,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the use of artificial intelligence for utilization review,2024-02-08,True,True,False,False,False,,,
NY_[2023-2024]_A-3308,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Enacts the ""digital fairness act""",2023-02-02,True,True,True,False,False,,"the legislature also finds that it has had a decades long interest in protecting new yorkers' privacy. for example, since 1996, section 79-l of the new york civil rights law has protected the privacy of genetic information, requiring an individual's informed, written consent prior to genetic testing and restricting the disclosure and retention of genetic information.",
NY_[2023-2024]_A-2642,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Enacts the ""facial recognition technology study act""",2023-01-26,True,False,False,False,False,,,
NY_[2023-2024]_S-3226,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to prohibiting facial recognition technology to be used in connection with an officer camera,2023-01-30,True,False,False,False,False,,,
NY_[2023-2024]_S-8206,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Requires the collection of oaths of responsible use from users of certain generative or surveillance advanced artificial intelligence systems,2024-01-12,True,True,False,False,False,,,
NY_[2023-2024]_S-8209,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Enacts the New York artificial intelligence bill of rights,2024-01-12,True,True,False,False,False,,,
NY_[2023-2024]_S-8214,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to registration of certain companies whose primary business purpose is related to artificial intelligence,2024-01-12,True,True,False,False,False,,,
NY_[2023-2024]_A-3712,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to prohibiting facial recognition technology to be used in connection with an officer camera,2023-02-07,True,False,False,False,False,,,
NY_[2023-2024]_A-3593,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to enacting the NY privacy act,2023-02-03,True,True,False,False,False,,,
NY_[2023-2024]_A-4217,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Establishes the crime of aggravated harassment by means of electronic or digital communication and provides for a private right of action for the unlawful dissemination or publication of deep fakes,2023-02-13,True,False,False,False,False,,,
NY_[2023-2024]_A-8110,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the admissibility of evidence created or processed by artificial intelligence,2023-10-13,True,True,False,False,False,,,
NY_[2023-2024]_A-322,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Prohibits the use of a facial recognition system by a landlord on any residential premises,2023-01-04,True,False,False,False,False,,,
NY_[2023-2024]_A-5309,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires state units to purchase a product or service that is or contains an algorithmic decision system that adheres to responsible artificial intelligence standards,2023-03-07,True,True,True,False,False,,a bill has government scope if it governs the government's use of artificial intelligence (AI) or automated decision systems (ADS) in its operations.,
NY_[2023-2024]_S-5583,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Establishes the crime of aggravated harassment by means of electronic or digital communication and provides for a private right of action for the unlawful dissemination or publication of deep fakes,2023-03-08,True,False,False,False,False,,,
NY_[2023-2024]_S-6859,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to requiring advertisements to disclose the use of synthetic media,2023-05-11,True,True,False,False,False,,,
NY_[2023-2024]_A-7106,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Enacts the ""political artificial intelligence disclaimer (PAID) act""",2023-05-10,True,True,False,False,False,,,
NY_[2023-2024]_S-7623,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to restricting the use of electronic monitoring and automated employment decision tools,2023-08-04,True,True,False,False,False,,,
NY_[2023-2024]_A-8098,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires publishers of books created with the use of generative artificial intelligence to contain a disclosure of such use,2023-09-29,True,False,False,False,False,,,
NY_[2023-2024]_A-7838,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires the department of labor to study the long-term impact of artificial intelligence on the state workforce,2023-07-07,True,True,False,False,False,,,
NY_[2023-2024]_A-7906,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the use of automated decision tools by landlords for making housing decisions,2023-07-19,True,True,False,False,False,,,
NY_[2023-2024]_S-7735,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to the use of automated decision tools by landlords for making housing decisions,2023-11-03,True,True,False,False,False,,,
NY_[2023-2024]_A-8129,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Enacts the New York artificial intelligence bill of rights,2023-10-13,True,True,False,False,False,,,
NY_[2023-2024]_A-8138,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Establishes contract requirements for contracts involving the creation and use of digital replicas,2023-10-13,True,False,False,False,False,,,
NY_[2023-2024]_S-7676,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Establishes contract requirements for contracts involving the creation and use of digital replicas,2023-10-02,True,False,False,False,False,,,
NY_[2023-2024]_S-6402,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"Creates a temporary state commission to study and investigate how to regulate artificial intelligence, robotics and automation",2023-04-18,True,True,False,False,False,,,
NY_[2023-2024]_S-514,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to requiring manufacturers of smart speakers to obtain permission from users before storing recordings,2023-01-04,True,False,False,False,False,,,
NY_[2023-2024]_A-3006,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Enacts into law major components of legislation necessary to implement the state education, labor, housing and family assistance budget for the 2023-2024 state fiscal year",2023-02-01,True,False,False,False,False,,,
NY_[2023-2024]_A-519,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the use of facial recognition and biometric information for determining probable cause,2023-01-09,True,False,False,False,False,,,
NY_[2023-2024]_A-8158,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires publications to identify when the use of artificial intelligence is present within such publication,2023-10-16,True,True,False,False,False,,,
NY_[2023-2024]_S-4006,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"(ELFA) Enacts into law major components of legislation necessary to implement the state education, labor, housing and family assistance budget for the 2023-2024 state fiscal year",2023-02-01,True,False,False,False,False,,,
NY_[2023-2024]_S-2277,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"Enacts the ""digital fairness act""",2023-01-19,True,True,True,False,False,,"the legislature also finds that it has had a decades long interest in protecting new yorkers' privacy. for example, since 1996, section 79-l of the new york civil rights law has protected the privacy of genetic information, requiring an individual's informed, written consent prior to genetic testing and restricting the disclosure and retention of genetic information.",
NY_[2023-2024]_S-2478,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Prohibits the use of a facial recognition system by a landlord on any residential premises,2023-01-20,True,False,False,False,False,,,
